name,review_count,country_date,review_body
Tyson Hunsaker,5.0 out of 5 stars,"Reviewed in the United States on June 2, 2020","Sigma Art 18-35mm is legendary for a reason. This lens is shockingly sharp and fast throughout the aperture and zoom range. It's beautifully renders the image and the craftsmanship and build quality is stellar. Sigma takes care of their art lenses and its obvious their more affordable lenses in the Art series lives up to the name of Sigma. This lens doesn't however have image stabilization so be aware of this. It's also very sharp and ""clinical"" as some have called it which means it doesn't have much ""character"" so be aware. I personally love that in a lens so it's perfect for me."
S. Peter Lewis,5.0 out of 5 stars,"Reviewed in the United States on November 29, 2018","I've been a pro shooter for over 30 years and use primes almost exclusively. This lens equals or beats my primes in the same focal-length range. And with a 1.8 max aperture, it truly gives full frame bokeh on APS-C cameras. It's built like a tank, has very smooth zoom and focusing rings, and there is essentially no chromatic aberation, even wide open. Yes, the auto-focus can be spotty, but don't let that deter you: it's quite easy to fix with your camera's micro adjustments, and in live view and manual it's perfect anyway. This is just about the finest APS-C lens I have ever used. Sigma hit this one completely out of the park!"
Chris Basden,5.0 out of 5 stars,"Reviewed in the United States on April 24, 2020","I'm primarily a video shooter. The value in this lens is simply unparalleled! It's been said in every product review out there, but there's just not another option if you need a fast, wide zoom lens for crop-body cameras. I'm using with an 80D, but I'll have this lens long after that camera's dead and gone. I plan to upgrade to an EOS R (Full frame, but you can use this lens with that body in crop mode) eventually, but as ""outdated"" as my 80D is, I'm getting great results using this lens. This is a no-brainer buy!"
Daryl,4.0 out of 5 stars,"Reviewed in the United States on December 8, 2018",Pic with nikon d3400. Left was just playing with lightroom and right is straight fr the camera.
Kamk,5.0 out of 5 stars,"Reviewed in the United States on September 26, 2020","I've only had the lens for 1 day, but I think so far the quality is wonderful. I was able to get a shot of all the food on our table from my seated position, and take some nice, crisp closer shots. I wish I could take off half a star because this lens is extremely heavy. I use this with my Sony A6400 + Sony A to E mount adapter + the lens and it weighs almost 7lbs."
Mp Vision,5.0 out of 5 stars,"Reviewed in the United States on October 31, 2016",The media could not be loaded.
thatmanphil,5.0 out of 5 stars,"Reviewed in the United States on January 29, 2017","The first thing you'll notice about this lens is that it's big and heavy.  People say it's like owning three fast primes in one; i say it's also like carrying three fast primes in once.  Attached to my 80d I find myself holding the kit buy the lens instead of the body. But it's well worth the fast aperture and image quality.  Even shot wide open at f1.8 pictures are very sharp and predictable.  Don't let the limited zoom range put you off, 18-35 is extremely useful and is perfect for street photography, travel, events, and portraits. With this lens you really can  get a pro level look to your images. The full time manual focus is the icing on the cake here, and i find myself preferring to focus manually at times."
Brittany U,5.0 out of 5 stars,"Reviewed in the United States on April 25, 2016","I just cannot say enough positive things about this lens. This was probably the most expensive lens I've ever bought, I try to buy used and otherwise hunt for deals on lenses that are ~300 or less, so needless to say I was a little hesitant to drop $800, but man was it worth it. This lens performs as if it were three times the price at least. I've always been a fan of wide-angle images, and on my 35mm camera I loved the way my 28mm 2.8 created the perfect mixture of depth but gave that ""context"" of a wide angle, something you lose with telephoto lenses. This lens is sharp, collects amazing light, has beautiful color, has a great build quality... I can't say enough things. My favorite lens."
alexw,5.0 out of 5 stars,"Reviewed in the United States on July 8, 2017","I cannot recommend this lens enough. I would probably buy it at $1000, it's that good. And the only reason for the discount over other L glass is that 18-35 is a somewhat limiting range. Everything you get within this lens' capabilities though is absolutely without compromise. Wide open at 18mm?"
Erick Breneman,5.0 out of 5 stars,"Reviewed in the United States on July 6, 2014","Got this from another vendor, as my wife wanted to get for Father's day and it was backordered here. Heavy, but needs to be to get that f/1.8 across the range of zoom. I love this lens. It acts like a prime lens for quality, crisp clean images. Having the ability to take a picture of an entire house from the sidewalk on the same side of a street, or an entire side of a car that is only 10 or so feet away is awesome. The little bit of zoom to 35mm (56mm equivalent on my canon t4i) is a great normal eye-width view. I've only had for a few weeks, but it rarely leaves my camera."
Dante,5.0 out of 5 stars,"Reviewed in the United States on July 30, 2020",N/A
Dennis,5.0 out of 5 stars,"Reviewed in the United States on January 4, 2017","Superb Lens! I use this with my D7200 and it's an excellent pair for taking photos of events, landscapes, etc. It's not much of a portrait lens due to it's short focal length; ie does not flatter appearances as subjects appear slightly wider than they actually are. However, for my needs, it's perfect! I bought this off Adorama and for the same price on Amazon; I received a sigma docking station for free. Fortunately for me, my lens did not need to be configured as the front and back focusing were good. The free sigma docking station is very useful however for future sigma lenses, and I do intend on purchasing more from this brand considering how well they've made the Sigma 18 35 1.8."
Lens Therapy,5.0 out of 5 stars,"Reviewed in the United States on December 23, 2015","A little about me, I do photography part-time and I normally shoot on my D7100. I like to play with different brands and have used Tokina, Rokinon, and Tamron, along with my Nikon and Sigma lenses. The amazing quality of this lens has stopped me from moving up to full frame."
Sam Genilo,5.0 out of 5 stars,"Reviewed in the United States on September 14, 2019",Amazing. That is all.
David Wang,5.0 out of 5 stars,"Reviewed in the United States on May 4, 2014","This lens is amazing, the quality you get for your money is unbelievable. For about 900$ you get to basically cram the Canon 20mm, 24mm, 28mm, and 35mm prime lenses into one convenient body (which would all together cost about 5000$). This lens is Canon L lens level image quality, often even surpassing the Canon lenses in terms of chromatic aberration, vignetting, color and sharpness. The bokeh is creamy and beautiful, and the f/1.8 capability adds great low-light versatility. The focusing is also fast and quiet, and you can tweak it with the Sigma USB dock if you so desire. Furthermore, the build quality is amazing and you can expect it to last you for a long time. The only downside I would say is the weight, it's quite hefty but what do you expect for zoom lens with a wide aperture."
Amazon Customer,5.0 out of 5 stars,"Reviewed in the United States on December 20, 2014","Used it for trip to Torres Del Payne, Chile and OMG I stuck with it with Canon 60D....fantastic lens.  Why can't Sigma make it as FF??  Please Sigma make FF version and I am willing pay more than what you were charge right now, seriously."
NY's,5.0 out of 5 stars,"Reviewed in the United States on January 8, 2017",I have been using this lens for the last 3 weeks and so far it has exceeded my expectations. Even nikon lenses don't have the image sharpness that this provides. Performs better than my nikkor 50mm. Don't debate...buy it. It is a keeper.
Max,5.0 out of 5 stars,"Reviewed in the United States on July 21, 2017","its a very good lens with fantastic IQ and sharp.,just the limited range and a little bit of sound while auto focus in video and hence have to use an external mic.,it can replace  4 primes in your bag.,28,35,50 and maybe a macro .,nothing like this out there."
Anri,5.0 out of 5 stars,"Reviewed in the United States on December 27, 2017","Very nice lens, i am using Canon 70D and have no issue with autofocusing."
JP,5.0 out of 5 stars,"Reviewed in the United States on December 5, 2013","I've had the Sigma 18-35mm since August of 2013. I didn't know what to expect at first, but this lens stays on my t4i more than all my other lenses (Canon 50mm 1.4 and 85mm 1.8). Ever since using it I can't help but be pleased with its performance. IT is sexy."
Anonymous,5.0 out of 5 stars,"Reviewed in the United States on November 9, 2016","Bought this lens mainly for videography. Being completely new to the game, when i tried to record in broad daylight I was dissappointed because I could not record at F/1.8 without raising the shutter. However I purchased an ND filter and problem solved! Loving it so far. Also great for photography!"
Dennis,5.0 out of 5 stars,"Reviewed in the United States on September 12, 2018",Excellent image quality and construction
Bren,5.0 out of 5 stars,"Reviewed in the United States on February 18, 2015","I must say this lenes is the whole package when it comes to sharpness and quality. I use it primarily for video on my 70D,  The two problems I must say is it's pretty heavy alone and don't even mention adding other equipment. The other problem I encountered is the focus jumping in and out at times for no reason, I best suggest you MF for video. For pictures it's great especially in low light and dead sharp the auto focus is fast, smooth, and quiet. Other than that I would recommend this lens 100%"
B. W. Sharp,5.0 out of 5 stars,"Reviewed in the United States on September 29, 2014","I have now had this lens for about 6 months and it just keeps getting used more and more.  I used it to shoot a concert last night in really poor lighting and not a single good angle.  This was the only lens for this environment, it delivered sharp pictures in very low light.  I use a 7D and the lens is not treated well by me as I walk around it still looks like the day I bought it.  This is my first Sigma lens but it won't be my last based on this model.  Only con I can think of is that it is very heavy and it does not focus lightning fast  when moving but is very quick on fixed objects.  Highly recommend to anyone shooting with a APS-C sensor."
Mike,5.0 out of 5 stars,"Reviewed in the United States on March 1, 2016",One of the best investments I've made so far... aputure goes from 1.8 to 1.2 which makes it great in low light when pairing this lens with a speedbooster and GH4. This lens is also very sharp!
Danny,5.0 out of 5 stars,"Reviewed in the United States on October 26, 2016","Yes, this is a big heavy lens. No, it isn't weatherproofed. No there is no OS/IS. Those things considered, this is still my favorite lens in this focal range. I use this with a Metabones XL & GH4. This lens has replaced my Canon 16-35 mk II and is tack sharp wide open. I can't recommend it enough."
Pete,3.0 out of 5 stars,"Reviewed in the United States on March 5, 2020","As with all of Sigma's recent lenses, this one is very sharp throughout it's zoom range. Also like Sigma's recent lenses, the autofocus does hunt a little before acquiring the subject. It's not much of an issue, this is obviously not a sport lens, more of a street photography lens or wider angle portrait lens."
bryan,5.0 out of 5 stars,"Reviewed in the United States on January 19, 2015","Probably the best lens I have yet to use for a crop body camera. Solid and very well constructed, impressive. The focus ring and zoom ring both rotate firm and smooth, no clunking around. Auto focus is fast and accurate, no in-camera adjustments needed."
Jinzei,5.0 out of 5 stars,"Reviewed in the United States on February 27, 2016","This is an amazing lens like everyone says. Not really much to complain about optically, focuses really fast like a native lens.  I had to get mine slight calibrated, though.  My only major complaint is that it weighs like a tank.  Prepare to get some nice bicep curls."
Cade,5.0 out of 5 stars,"Reviewed in the United States on February 7, 2016","I love this lens! Edges are sharp as a knife, even at the widest aperture and the it feels sturdy and excellently built."
Christopher R. Vickers,5.0 out of 5 stars,"Reviewed in the United States on November 9, 2014",I was taking pics at a church during a wedding.
Competitive runner from DC,3.0 out of 5 stars,"Reviewed in the United States on December 24, 2018","This lens is fantastic except for one major problem: it is not calibrated correctly for Nikon bodies. This lens consistently misses focus, regardless of aperture. On manual focus, you will see how sharp it is. But on auto focus - center spot - it misses focus at least half the time."
Adam,5.0 out of 5 stars,"Reviewed in the United States on April 28, 2016",This stays on my D7100 most of the time.  I use it for MMA and Boxing &  I've taken it to Iceland.  It's a beast.
Mark,5.0 out of 5 stars,"Reviewed in the United States on October 5, 2014","I use this lens almost every weekend for my job, photographing everything from high intensity mud runs to relaxed tail gates. I can tell you that this lens is so sharp, that when my photos are printed on 36 in poster sheets, the sharpness even looks better than my 70-200 f/2.8 printed at 6x10. its built like a tank and I would reccomend this to anyone"
stevenj2,3.0 out of 5 stars,"Reviewed in the United States on September 14, 2016",Large and heavy for APSC. Build quality good. Focus is the issue. Send mine today 9-14-16 to Sigma  on Long Island with a Pentax body to calibrate.
Kirby,4.0 out of 5 stars,"Reviewed in the United States on August 29, 2013",This is an amazing lens. Kind of heavy though. But if your getting the canon version it's listed at $977. It's being sold for $800 everywhere else. Buy it from B&H and save money.
Gunliver,5.0 out of 5 stars,"Reviewed in the United States on August 15, 2014","If I could only have a single lens, this would be my choice.  Super versatility in wide-angle and lower light arenas.  Heavy, heavy lens, increases stability.  I also shoot the 8-16mm ultra-wide for more drama, but it does not have the light capacity this one has."
H. S. Chauhan,5.0 out of 5 stars,"Reviewed in the United States on October 19, 2014","This works really well with my Nikon 5300 DSLR. Really sharp photos. The lens is a little heavy, but I do not mind it since the build quality of lens is excellent."
chris,5.0 out of 5 stars,"Reviewed in the United States on November 13, 2014",Fantastic Lens.
ui,5.0 out of 5 stars,"Reviewed in the United States on July 22, 2014",Although this listing does not say so this lens must be the Pentax mount since it has the same model number as the B and H listing for the Pentax mount.
SpeedRacer,5.0 out of 5 stars,"Reviewed in the United States on March 13, 2015","Such a sweet lense.  From the first photo this lense felt right, so far zero complaints only love."
Chris,5.0 out of 5 stars,"Reviewed in the United States on October 6, 2013","Bought local since I was wary of Sigma lenses in case I had to return it.  Best lens I've ever owned, simple as that.  Incredibly sharp and fast.  The focus is smooth.  The build quality is like a tank... which is also its only downside, it's REALLY heavy.  If you're not self conscious about toting around such a large lens, it makes for a perfect indoor low-light lens."
"Chris from Edmond, OK",1.0 out of 5 stars,"Reviewed in the United States on May 4, 2016",Used with a Canon 7d Mark II. 4 out of 5 shots fail to focus correctly. Close enough to look sharp and fool you in the viewfinder...but disappointment is waiting for you once you view full size. All those amazing shots you thought you got were actually ruined.
YourTechGuide,5.0 out of 5 stars,"Reviewed in the United States on December 31, 2013","This lens is amazingly sharp. The build quality is top notch. It does what it supposed to do, takes great picture and excellent videos. Click here for my video review:  [...]"
paul,3.0 out of 5 stars,"Reviewed in the United States on October 5, 2016","Just got it one week ago. It is very sharp but need to be calibrated as it front focuses... So after spending 900CAD, I've got to spend close to $100 to make it accurate... this is very frustrating as I thought the usb dock was delivered with the lens"
yahoouser,1.0 out of 5 stars,"Reviewed in the United States on January 10, 2016","Well I bought this lens during the ""hype"" of ""first Zoom lens with F1.8, and a few ""reputable"" youtube channels seem cannot say enough about the good things of this lens"
Loreley,2.0 out of 5 stars,"Reviewed in the United States on July 7, 2018",Let's start with the positives. This lens has amazing sharpness and its focal length and constant aperture are huge pluses for me. The build quality is excellent.
Mister M,1.0 out of 5 stars,"Reviewed in the United States on May 19, 2017","I just got this combo and i did adjust the lens in-camera already. Everything was working perfectly fine and getting sharp images. Last week I shot at my kid's school play in the auditorium. The lights were turned off for the entire show and only with the spot lights toward the stage. No problem, ALL my photos came out perfectly focused and sharp."
Rob Turner,5.0 out of 5 stars,"Reviewed in the United States on July 11, 2014",Great lens at a great cost.
Amazon Customer,2.0 out of 5 stars,"Reviewed in the United States on May 13, 2015",TL;DR - you will need the calibration dock and to spend many hours fiddling with it.
Aleksa,3.0 out of 5 stars,"Reviewed in the United States on December 1, 2015","Great lens, but when used with my Canon 70D - both brand new, has serious focusing problems. Even after playing with in-camera lens correction, I couldn't make it to work."
Jeffrey,2.0 out of 5 stars,"Reviewed in the United States on November 5, 2017","Possibly the worst autofocus of all time, but images are crisp and clear. I shoot on the Canon 7D, perhaps it is my own camera with issues, but my other lenses work fine."
Amazon Customer,2.0 out of 5 stars,"Reviewed in the United States on August 29, 2016",This lens does not focus well with the new Canon 80D in live view and viewfinder. Shooting at 1.8 will make all your photos soft. The lens is sharp with manual focusing but that is a pain to do. Hope sigma fixes this problem soon.
Majstor,1.0 out of 5 stars,"Reviewed in the United States on August 16, 2018","I returned the product, because the auto focus is non-existent and always miss-focuses. Front AND sometimes back focuses randomly (tested it extensively with view-finder and live-view). Just look it up online and you will find other people having the same issue. I used mine with a Canon 80D. Only buy if you're using exclusively manual focus for video and/or photo."
Tricia,3.0 out of 5 stars,"Reviewed in the United States on May 10, 2015",It's an okay lens; I don't think that I would spend the money to add it to my bag.
Outsider,1.0 out of 5 stars,"Reviewed in the United States on April 4, 2015","this  lens had trouble focusing if used with Phase Detection AF (Canon 70D), almost 95% of the shots are out of focus, becomes worse if you use the center focus point with wide open aperture. checking online confirmed that it is a common issue , and a firmware update did not help at all, I am returning my lens. it is a shame because purchased the lens after reading about its amazing sharpness and quality,"
J Z,5.0 out of 5 stars,"Reviewed in the United States on August 15, 2020",Landscapes and food and pets are comming out better than ever before!
Obinwa Summors,5.0 out of 5 stars,"Reviewed in the United States on January 5, 2021","I'd heard about this lens, but finally decided to take the plunge. Unreal crispness and sharpness. It is worth every penny"
Boss_3d,3.0 out of 5 stars,"Reviewed in the United States on October 15, 2022",All good with the lens. Unfortunately I did not receive the Sigma USB base and according to the product description it was included.
Elizabeth Almendares,5.0 out of 5 stars,"Reviewed in the United States on February 7, 2022","I love it, it works well! Exactly what I was looking for."
M,5.0 out of 5 stars,"Reviewed in the United States on July 26, 2020","Found this lens at the last minute, to shoot a wedding with my old Canon 60D. It’s amazing! Hand held shots during Mass, 800 ISO at f3.2 and sharp as can be. Used the 18-35 for 95% of my event.👍"
Project26Productions,4.0 out of 5 stars,"Reviewed in the United States on May 10, 2021",I love this lens it’s amazing . I’m not to sure what happen with the first one I received. Maybe that should be looked into the issue was the zoom ring would softly click from 18-35 mm them a little softer click going from 35-18 mm. Not once dropped not once exposed to any form of moisture. Thank you for sending me my replacement within 2 days of your purchase.  This doesn’t take away from how much I love this lens . My new one is back to being that amazing lens I know the sigma 18-35 mm art is. I would recommend this lens to anybody . Thank you guys for the new replacement will be making more purchases in the very near future.
Tray Sharpshire,5.0 out of 5 stars,"Reviewed in the United States on October 3, 2021","I’ve read a lot of great reviews about this lens before I initially bought it and was able to get my hands on it. It’s a really high-end lens at a very affordable price, very sharp even when it’s wide at an wide open aperture."
Kallika,4.0 out of 5 stars,"Reviewed in the United States on January 21, 2022","Unfortunately, when photographing at 18mm you do get vignette on the corners when looking through the view finder. If in live mode you can see the edges. I prefer looking though the view finder, so for me this isn’t ideal. I have a Nikon D850. I love the lens; although, it is heavy. Autofocus is super and the motor doesn’t make a noise. Image stabilization I haven’t run into problems. I’ll be using this lens to photograph people capturing bokeh."
UmP,5.0 out of 5 stars,"Reviewed in the United States on September 5, 2022","Quick and easy to use. One of the must have lens for format you are trying to shot like portraits. Get the best blur effects in the background, as long as your subject has gatherer space from the background."
Skyelar H,5.0 out of 5 stars,"Reviewed in the United States on April 18, 2021",This lens is amazing! This is my first lens I’ve ever bought and I’m so glad I did! I’m the Digital Content Coordinator for my company. I professionally record and produce videos and take pictures for this company. I use the Canon 90D and this lens works so well with it. The sharpness is amazing and works great while taking videos and pictures. I did have to use the sigma dock to fine tune the auto focus. Beware the auto focus in this lens is not the best but if you are patient and use the software to fine tune it the experience will be great! Highly recommend!
Thomas Hansen,5.0 out of 5 stars,"Reviewed in the United States on December 30, 2021","Great lense, good quality build. No issues to report"
Dave Leftwich,5.0 out of 5 stars,"Reviewed in the United States on December 3, 2021",Perfect for my black magic pro !  Goes on the RS2 Gimbal with ease.
Andrea Baez Aponte,5.0 out of 5 stars,"Reviewed in the United States on September 11, 2022",buena calidad
Chad Tomas,5.0 out of 5 stars,"Reviewed in the United States on June 2, 2021","Ok, I regret not buying this lens for my BMPCC6k pro. I mean my 24mm Rokinon is great too for a fast cinema lens, but the purple fringing has been annoying sometimes during very bright situations. I love the focal range and the aperture is very wide and fast. I can see why many pros and cinematographers use this lens as their work horse and again, I kind of regret not buying it. But oh well, we'll see. This lens really is...all you need."
René Martínez,5.0 out of 5 stars,"Reviewed in the United States on May 23, 2022","Its the most bright an accuracy lenses, I never had, beautiful, pristine build, Im fully recomend"
Dan DeMars,5.0 out of 5 stars,"Reviewed in the United States on January 25, 2021",I'm using this on a Panasonic gh4 and gh5 no speedbooster so I have to keep it wide open at f1.8 and WOW this footage looks amazing. Makes my gh4 poor low light digital grain more manageable now. I see why people recommend this and the price is great. Like almost 1/3 the price of a full frame lens.
